# energy grid [eV]     JDOS [1/eV]
   10.067442404    0.005802595
   10.117524207    0.005497972
   10.167606010    0.005352111
   10.217687813    0.005312933
   10.267769616    0.005370364
   10.317851419    0.005530885
   10.367933222    0.005667448
   10.418015025    0.005760881
   10.468096828    0.005890953
   10.518178631    0.005932363
   10.568260434    0.005838800
   10.618342237    0.005747532
   10.668424040    0.005747466
   10.718505843    0.005887558
   10.768587646    0.006157737
   10.818669449    0.006467834
   10.868751252    0.006527566
   10.918833055    0.006223599
   10.968914858    0.005930198
   11.018996661    0.005928758
   11.069078464    0.006030222
   11.119160267    0.005883655
   11.169242070    0.005694644
   11.219323873    0.005764032
   11.269405676    0.006119263
   11.319487479    0.006587155
   11.369569282    0.006749831
   11.419651085    0.006586483
   11.469732888    0.006412090
   11.519814691    0.006565550
   11.569896494    0.007139558
   11.619978297    0.007499751
   11.670060100    0.007348098
   11.720141903    0.007151981
   11.770223706    0.007170789
   11.820305509    0.007302238
   11.870387312    0.007470390
   11.920469115    0.007735003
   11.970550918    0.008198240
   12.020632721    0.008784205
   12.070714524    0.009340477
   12.120796327    0.009789998
   12.170878130    0.009956980
   12.220959933    0.009868550
   12.271041736    0.009568342
   12.321123539    0.009228020
   12.371205342    0.009100146
   12.421287145    0.008899690
   12.471368948    0.008630026
   12.521450751    0.008442998
   12.571532554    0.008241544
   12.621614357    0.008048086
   12.671696160    0.007973958
   12.721777963    0.007958585
   12.771859766    0.008084273
   12.821941569    0.008287867
   12.872023372    0.008402016
   12.922105175    0.008842908
   12.972186978    0.009637312
   13.022268781    0.010117300
   13.072350584    0.010062473
   13.122432387    0.009783186
   13.172514190    0.009475186
   13.222595993    0.009096591
   13.272677796    0.009083747
   13.322759599    0.009865471
   13.372841402    0.010595733
   13.422923205    0.010442052
   13.473005008    0.009872286
   13.523086811    0.009604327
   13.573168614    0.009848198
   13.623250417    0.010116183
   13.673332220    0.009936477
   13.723414023    0.009735333
   13.773495826    0.009813399
   13.823577629    0.010003920
   13.873659432    0.010223214
   13.923741235    0.010310919
   13.973823038    0.010255724
   14.023904841    0.010085074
   14.073986644    0.009827593
   14.124068447    0.009735644
   14.174150250    0.010143937
   14.224232053    0.010892299
   14.274313856    0.011294890
   14.324395659    0.011076854
   14.374477462    0.010783575
   14.424559265    0.010812798
   14.474641068    0.010932149
   14.524722871    0.011080228
   14.574804674    0.011405295
   14.624886477    0.011953173
   14.674968280    0.012446572
   14.725050083    0.012508150
   14.775131886    0.012379226
   14.825213689    0.012356954
   14.875295492    0.012206866
   14.925377295    0.011907790
   14.975459098    0.011928465
   15.025540902    0.012524641
   15.075622705    0.013412590
   15.125704508    0.014015971
   15.175786311    0.014099550
   15.225868114    0.013594742
   15.275949917    0.012975269
   15.326031720    0.012755453
   15.376113523    0.012809844
   15.426195326    0.012721238
   15.476277129    0.012251108
   15.526358932    0.011762205
   15.576440735    0.011686654
   15.626522538    0.011925000
   15.676604341    0.011992186
   15.726686144    0.011690937
   15.776767947    0.011330430
   15.826849750    0.011126400
   15.876931553    0.011062226
   15.927013356    0.011167121
   15.977095159    0.011464703
   16.027176962    0.011884023
   16.077258765    0.012163070
   16.127340568    0.012110415
   16.177422371    0.012126166
   16.227504174    0.012723746
   16.277585977    0.013367044
   16.327667780    0.013303657
   16.377749583    0.012879646
   16.427831386    0.012530316
   16.477913189    0.012393957
   16.527994992    0.012854936
   16.578076795    0.013745458
   16.628158598    0.014156474
   16.678240401    0.013700410
   16.728322204    0.012839929
   16.778404007    0.012289153
   16.828485810    0.012178697
   16.878567613    0.011973539
   16.928649416    0.011605138
   16.978731219    0.011438131
   17.028813022    0.011383782
   17.078894825    0.011391457
   17.128976628    0.011461696
   17.179058431    0.011403285
   17.229140234    0.011268325
   17.279222037    0.011104217
   17.329303840    0.010818314
   17.379385643    0.010526882
   17.429467446    0.010416901
   17.479549249    0.010597285
   17.529631052    0.011068601
   17.579712855    0.011660931
   17.629794658    0.012190449
   17.679876461    0.012484913
   17.729958264    0.012352862
   17.780040067    0.012026571
   17.830121870    0.011702003
   17.880203673    0.011404886
   17.930285476    0.011243048
   17.980367279    0.010988970
   18.030449082    0.010461845
   18.080530885    0.010097780
   18.130612688    0.010240769
   18.180694491    0.010650883
   18.230776294    0.010950782
   18.280858097    0.010952514
   18.330939900    0.010708428
   18.381021703    0.010609989
   18.431103506    0.010835423
   18.481185309    0.011363985
   18.531267112    0.012108930
   18.581348915    0.012774538
   18.631430718    0.013058471
   18.681512521    0.013032065
   18.731594324    0.012953520
   18.781676127    0.012641924
   18.831757930    0.011835620
   18.881839733    0.011010676
   18.931921536    0.010771888
   18.982003339    0.010985290
   19.032085142    0.011091342
   19.082166945    0.011153399
   19.132248748    0.011538510
   19.182330551    0.012275075
   19.232412354    0.012836721
   19.282494157    0.012628091
   19.332575960    0.012162962
   19.382657763    0.012129188
   19.432739566    0.012344797
   19.482821369    0.012672454
   19.532903172    0.012821787
   19.582984975    0.012684127
   19.633066778    0.012804791
   19.683148581    0.013068298
   19.733230384    0.013056161
   19.783312187    0.012903734
   19.833393990    0.012674027
   19.883475793    0.012428880
   19.933557596    0.012444090
   19.983639399    0.012626978
   20.033721202    0.012806532
   20.083803005    0.013126773
   20.133884808    0.013422347
   20.183966611    0.013367074
   20.234048414    0.013304645
   20.284130217    0.013580157
   20.334212020    0.013878968
   20.384293823    0.013901836
   20.434375626    0.013988895
   20.484457429    0.014206717
   20.534539232    0.014051894
   20.584621035    0.013614153
   20.634702838    0.013269529
   20.684784641    0.013343492
   20.734866444    0.014050080
   20.784948247    0.014766447
   20.835030050    0.015074389
   20.885111853    0.015447010
   20.935193656    0.015680781
   20.985275459    0.015065578
   21.035357262    0.013921466
   21.085439065    0.013041431
   21.135520868    0.012745529
   21.185602671    0.012886161
   21.235684474    0.013142459
   21.285766277    0.013277290
   21.335848080    0.013272278
   21.385929883    0.013243672
   21.436011686    0.013428030
   21.486093489    0.013554951
   21.536175292    0.013280549
   21.586257095    0.013153512
   21.636338898    0.013373998
   21.686420701    0.013802495
   21.736502504    0.014607115
   21.786584307    0.015481706
   21.836666110    0.015868116
   21.886747913    0.015801977
   21.936829716    0.015653434
   21.986911519    0.015563665
   22.036993322    0.015437596
   22.087075125    0.015226667
   22.137156928    0.014966726
   22.187238731    0.014654546
   22.237320534    0.014396925
   22.287402337    0.014141480
   22.337484140    0.014015556
   22.387565943    0.014305895
   22.437647746    0.014942691
   22.487729549    0.015574345
   22.537811352    0.015974555
   22.587893155    0.016202803
   22.637974958    0.016078380
   22.688056761    0.015506640
   22.738138564    0.014932224
   22.788220367    0.014785959
   22.838302170    0.015052018
   22.888383973    0.015035285
   22.938465776    0.014542129
   22.988547579    0.014250407
   23.038629382    0.014503530
   23.088711185    0.014858710
   23.138792988    0.014966398
   23.188874791    0.014975957
   23.238956594    0.015034706
   23.289038397    0.014980769
   23.339120200    0.014812880
   23.389202003    0.014823417
   23.439283806    0.015064161
   23.489365609    0.015383674
   23.539447412    0.015888864
   23.589529215    0.016448541
   23.639611018    0.016554853
   23.689692821    0.016130965
   23.739774624    0.015664438
   23.789856427    0.015623751
   23.839938230    0.016037395
   23.890020033    0.016428308
   23.940101836    0.016449678
   23.990183639    0.016149364
   24.040265442    0.015856757
   24.090347245    0.015692664
   24.140429048    0.015369716
   24.190510851    0.014615116
   24.240592654    0.013961410
   24.290674457    0.013868757
   24.340756260    0.013808194
   24.390838063    0.013915596
   24.440919866    0.014543413
   24.491001669    0.015088765
   24.541083472    0.015318914
   24.591165275    0.015692074
   24.641247078    0.016430767
   24.691328881    0.017074540
   24.741410684    0.017107021
   24.791492487    0.016805689
   24.841574290    0.016643558
   24.891656093    0.016464590
   24.941737896    0.016289184
   24.991819699    0.016498881
   25.041901503    0.017186765
   25.091983306    0.017803249
   25.142065109    0.017861737
   25.192146912    0.017622364
   25.242228715    0.017282897
   25.292310518    0.017032018
   25.342392321    0.017100414
   25.392474124    0.017423264
   25.442555927    0.017581633
   25.492637730    0.017332298
   25.542719533    0.017074589
   25.592801336    0.016924176
   25.642883139    0.016774956
   25.692964942    0.016900045
   25.743046745    0.017149597
   25.793128548    0.017047868
   25.843210351    0.016838432
   25.893292154    0.016912099
   25.943373957    0.016821221
   25.993455760    0.016310576
   26.043537563    0.015961292
   26.093619366    0.015954715
   26.143701169    0.016130188
   26.193782972    0.016628759
   26.243864775    0.017285319
   26.293946578    0.017572616
   26.344028381    0.017385138
   26.394110184    0.016852364
   26.444191987    0.016314852
   26.494273790    0.016218873
   26.544355593    0.016511568
   26.594437396    0.016874678
   26.644519199    0.017010127
   26.694601002    0.016964609
   26.744682805    0.017139784
   26.794764608    0.017714266
   26.844846411    0.018187948
   26.894928214    0.018155668
   26.945010017    0.017801238
   26.995091820    0.017392281
   27.045173623    0.017034524
   27.095255426    0.016843270
   27.145337229    0.016885087
   27.195419032    0.016825173
   27.245500835    0.016657570
   27.295582638    0.016776650
   27.345664441    0.016976615
   27.395746244    0.017043707
   27.445828047    0.016861024
   27.495909850    0.016641091
   27.545991653    0.016927261
   27.596073456    0.017319798
   27.646155259    0.017338721
   27.696237062    0.017405374
   27.746318865    0.017824221
   27.796400668    0.018312148
   27.846482471    0.018691173
   27.896564274    0.018877254
   27.946646077    0.018751918
   27.996727880    0.018211521
   28.046809683    0.017374734
   28.096891486    0.016699512
   28.146973289    0.016633105
   28.197055092    0.017084747
   28.247136895    0.017655492
   28.297218698    0.018043109
   28.347300501    0.018062134
   28.397382304    0.017971597
   28.447464107    0.017861852
   28.497545910    0.017445140
   28.547627713    0.017039506
   28.597709516    0.017097404
   28.647791319    0.017225467
   28.697873122    0.017018358
   28.747954925    0.016815326
   28.798036728    0.017016120
   28.848118531    0.017675962
   28.898200334    0.018265907
   28.948282137    0.018394508
   28.998363940    0.018478982
   29.048445743    0.018687197
   29.098527546    0.018825165
   29.148609349    0.018892966
   29.198691152    0.018859280
   29.248772955    0.018577918
   29.298854758    0.018150012
   29.348936561    0.017760982
   29.399018364    0.017556882
   29.449100167    0.017539720
   29.499181970    0.017689132
   29.549263773    0.017844240
   29.599345576    0.017610692
   29.649427379    0.017295955
   29.699509182    0.017268087
   29.749590985    0.017514007
   29.799672788    0.018047844
   29.849754591    0.018433764
   29.899836394    0.018468266
   29.949918197    0.018327173
   30.000000000    0.018032852
